MW Drug,MW Sol,ALOGPS 2.1 solubility,minVSLgS 3-7.5,CLogP,HBA,HBD,PSA,Ro5,PSDA,Fa,predicted Fa,,0.00074222,0.00025154,-0.17893897,0.02243682,-0.02528684,0.02763966,-0.03970349,-0.00122711,-0.19992989,0.00098543,,,,,
337.35,337.35,-2.37,-3.42,0.17,5,1,70.45,0,4.79,1,0.69500909,,0.250390812,0.084858,0.424085359,-0.076790016,-0.004298763,0.1381983,-0.03970349,-0.0864499,0,0.004718789,,,,,
405.5,405.5,-3.27,1.85,-1.69,7,4,143.65,0,2.82,0.28,0.933499307,,0.300968963,0.101999047,0.585130432,0.041495104,0.04273476,0.19347762,-0.15881396,-0.176274352,0,0.002781693,,,,,
321.17,321.17,-4.27,-3.96,2.37,3,2,64.71,0,4.96,1,0.863361026,,0.238375198,0.080785882,0.764069402,-0.088936189,-0.059929811,0.08291898,-0.07940698,-0.079406288,0,0.004890833,,,,,
370.93,370.93,-4.69,-2.88,4.48,2,0,20.32,0,18.25,0.7,1.078206786,,0.275308911,0.093302799,0.839223769,-0.064676377,-0.113285043,0.05527932,0,-0.024934875,0,0.017988282,,,,,
422.92,461.01,-4.97,-2.04,4.1,5,2,86.79,0,4.87,0.8,1.126931408,,0.31390058,0.115962455,0.889326681,-0.045674634,-0.103676044,0.1381983,-0.07940698,-0.106500877,0,0.004801927,,,,,
404.55,404.55,-4.2,-4.95,4.08,3,1,76.69,0,5.28,0.31,0.893647413,,0.300266229,0.101760889,0.751543674,-0.111059791,-0.103170307,0.08291898,-0.03970349,-0.094107066,0,0.005198294,,,,,
295.3,295.3,-3.87,-4,3.08,4,2,83.82,0,3.52,1,0.7501503,,0.219177796,0.07427984,0.692493814,-0.089684681,-0.077883467,0.11055864,-0.07940698,-0.10285636,0,0.003471699,,,,,
351.41,351.41,-3.37,-2.15,2.29,5,2,104.05,0,3.38,0.9,0.780537388,,0.260820123,0.088392517,0.603024329,-0.04823131,-0.057906864,0.1381983,-0.07940698,-0.127680796,0,0.003328068,,,,,
129.17,129.17,-1.97,4.13,-1.63,5,4,89.74,0,1.44,0.52,0.485420448,,0.095869418,0.032490358,0.352509771,0.092651502,0.041217549,0.1381983,-0.15881396,-0.110120851,0,0.001418362,,,,,
309.46,309.46,-4.71,-2.46,4.17,2,0,19.45,0,15.91,1,1.036766264,,0.229684017,0.077840421,0.842802549,-0.055205123,-0.105446123,0.05527932,0,-0.02386729,0,0.015678492,,,,,
454.45,454.45,-3.42,-0.03,-0.53,12,5,211.69,1,2.15,0.7,0.751978959,,0.337301092,0.114312086,0.611971277,-0.000584674,0.013402025,0.33167592,-0.19851745,-0.259766916,-0.19992989,0.002115488,,,,,
211.22,211.22,-1.97,1.34,-2.26,5,4,114.54,0,1.84,0.4,0.490299379,,0.15677127,0.05313013,0.352509771,0.03009159,0.057148258,0.1381983,-0.15881396,-0.140553179,0,0.001817199,,,,,
299.8,299.8,-2.98,-1.25,2.23,4,2,70.79,0,4.24,1,0.695159759,,0.222520035,0.075412532,0.533238131,-0.028079231,-0.056389653,0.11055864,-0.07940698,-0.086867117,0,0.004173403,,,,,
267.37,267.37,-2.83,-0.81,1.49,4,2,55.03,0,4.86,0.98,0.684751977,,0.198448401,0.067254602,0.506397285,-0.018082574,-0.037677392,0.11055864,-0.07940698,-0.067527863,0,0.004787858,,,,,
171.16,171.16,-1.46,-1.43,-0.46,4,1,77.52,0,2.21,1,0.388752484,,0.127036097,0.043052814,0.261250896,-0.03212459,0.011631946,0.11055864,-0.03970349,-0.095125567,0,0.002175738,,,,,
325.78,362.23,-4.53,-3.92,3.42,2,0,20.12,0,16.19,0.9,1.015714708,,0.241797322,0.091114881,0.810593534,-0.087855632,-0.086480993,0.05527932,0,-0.024689453,0,0.015955728,,,,,
207.23,207.23,0.47,1.7,-1.26,6,5,113.97,0,1.82,0.59,0.02107837,,0.153809056,0.052126229,-0.084101316,0.03812442,0.031861418,0.16583796,-0.19851745,-0.139853727,0,0.001791779,,,,,
211.23,211.23,-3,-2.5,-0.03,3,1,61.18,0,3.45,1,0.663008056,,0.156775442,0.053131544,0.53681691,-0.05601756,0.000758605,0.08291898,-0.03970349,-0.07507459,0,0.003402214,,,,,
457.49,457.49,-2.16,2.53,0.19,9,5,175.38,0,2.61,1,0.730693501,,0.339556402,0.115076416,0.386508175,0.056757526,-0.0048045,0.24875694,-0.19851745,-0.215210552,0,0.002570544,,,,,
265.36,265.36,-2.37,-2.31,2.81,3,0,12.29,0,21.59,0.8,0.653995889,,0.196956301,0.066748926,0.424085359,-0.05185351,-0.07105602,0.08291898,0,-0.015081182,0,0.021277036,,,,,
586.2,586.2,-7.81,-7.75,8.47,4,2,73.63,2,7.96,0.8,1.140747694,,0.435088674,0.147452514,1.397513356,-0.173912504,-0.214179535,0.11055864,-0.07940698,-0.090352109,-0.39985978,0.007845418,,,,,
401.44,437.89,-2.7,-0.83,-0.08,7,2,84.22,0,4.77,0.9,0.890122003,,0.297957932,0.110147429,0.483135219,-0.018562093,0.002022947,0.19347762,-0.07940698,-0.103347204,0,0.004697133,,,,,
309.41,309.41,-2.12,-0.32,0.38,5,4,91.35,0,3.39,0.57,0.540762205,,0.229649578,0.07782875,0.379350616,-0.007083304,-0.009608999,0.1381983,-0.15881396,-0.112096499,0,0.003337722,,,,,
335.47,335.47,-3.46,-0.72,1.7,3,2,67.24,0,4.99,0.8,0.819365873,,0.248993805,0.084384551,0.619128836,-0.016071292,-0.042987628,0.08291898,-0.07940698,-0.082510876,0,0.004916476,,,,,
317.43,317.43,-4.57,-3.53,4.3,3,2,73.68,0,4.31,0.9,0.862722621,,0.235604335,0.07984683,0.817751093,-0.079090239,-0.108733412,0.08291898,-0.07940698,-0.090413465,0,0.00424548,,,,,
470.02,470.02,-3.81,-5.94,5.73,5,0,43.72,1,10.75,1,0.765955842,,0.348857569,0.118228602,0.681757476,-0.1332074,-0.144893593,0.1381983,0,-0.053649249,-0.19992989,0.010594028,,,,,
223.3,223.3,-3.57,-0.51,-2.81,1,0,28.55,0,7.82,0.05,0.920735679,,0.165735818,0.056168236,0.638812123,-0.011349508,0.07105602,0.02763966,0,-0.035033991,0,0.00770732,,,,,
266.31,266.31,-3.4,-3.15,2.65,4,1,53.6,0,4.97,1,0.745321435,,0.197656919,0.066986367,0.608392498,-0.070682265,-0.067010126,0.11055864,-0.03970349,-0.065773096,0,0.004895988,,,,,
479.54,479.54,-5.29,-4.96,5.23,6,1,114.03,1,4.21,0.95,0.970065348,,0.355922346,0.12062287,0.946587151,-0.111238164,-0.132250173,0.16583796,-0.03970349,-0.139927353,-0.19992989,0.004144091,,,,,
162.24,162.24,-0.26,-0.25,0.88,2,0,11.42,0,14.21,1,0.235175073,,0.12041516,0.040808964,0.046524132,-0.005585848,-0.022252419,0.05527932,0,-0.014013596,0,0.01399936,,,,,
346.34,346.34,-4.29,-3.66,3.13,5,1,112.85,0,3.07,1,0.913504529,,0.25706256,0.08711907,0.767648181,-0.082217259,-0.079147809,0.1381983,-0.03970349,-0.138479364,0,0.003024338,,,,,
418.45,418.45,-4.57,-4.68,4,6,1,121.64,0,3.44,0.9,1.007629183,,0.310582382,0.105257056,0.817751093,-0.10507275,-0.10114736,0.16583796,-0.03970349,-0.14926566,0,0.003389952,,,,,
281.27,281.27,-3.97,-3.51,2.32,4,1,86.3,0,3.26,0.78,0.820654398,,0.208766609,0.070751466,0.710387711,-0.078753238,-0.058665469,0.11055864,-0.03970349,-0.105899593,0,0.003211762,,,,,
331.46,331.46,-3.94,-2.55,-0.16,6,2,85.02,0,3.9,1,0.967262651,,0.246017332,0.083375818,0.705019542,-0.057139849,0.004045894,0.16583796,-0.07940698,-0.104328892,0,0.003841826,,,,,
263.39,263.39,-5.48,-1.22,4.32,1,1,14.57,0,18.08,1,1.093514924,,0.195490298,0.066252094,0.980585556,-0.027444943,-0.109239149,0.02763966,-0.03970349,-0.017878993,0,0.017813891,,,,,
361.38,361.38,-2.4,-0.57,-0.51,7,1,70.83,0,5.1,1,0.860587377,,0.268220643,0.090900569,0.429453528,-0.012769265,0.012896288,0.19347762,-0.03970349,-0.086916201,0,0.005027685,,,,,
345.42,345.42,-2.99,-3.69,2.57,5,1,71.04,0,4.86,0.95,0.746737132,,0.256380067,0.086887772,0.53502752,-0.082683496,-0.064987179,0.1381983,-0.03970349,-0.087173894,0,0.004791532,,,,,
293.37,293.37,-3.06,-3.18,2.72,2,0,29.66,0,9.89,1,0.727539132,,0.217746291,0.0737947,0.547553248,-0.07140518,-0.068780205,0.05527932,0,-0.036396083,0,0.00974704,,,,,
286.72,286.72,-3.5,-3.55,2.31,3,2,64.71,0,4.43,0.93,0.701733768,,0.212809407,0.072121579,0.626286395,-0.079543014,-0.0584126,0.08291898,-0.07940698,-0.079406288,0,0.00436629,,,,,
383.38,383.38,-2.9,-3.45,2.11,6,1,80.15,0,4.78,1,0.801550558,,0.284549669,0.096434512,0.518923013,-0.077496552,-0.053355232,0.16583796,-0.03970349,-0.098352867,0,0.004713545,,,,,
416.65,416.65,-4.79,-6.29,5.69,3,3,67.68,1,6.16,0.86,0.673045538,,0.309245911,0.104804123,0.857117666,-0.141138367,-0.14388212,0.08291898,-0.11911047,-0.08304705,-0.19992989,0.006066754,,,,,
333.37,333.37,-2.43,-0.61,-0.32,6,1,61.72,0,5.4,0.95,0.816140084,,0.247430653,0.083854796,0.434821697,-0.013778653,0.008091789,0.16583796,-0.03970349,-0.075737229,0,0.005322562,,,,,
253.26,253.26,-1.64,-2.17,-2.72,6,4,126.09,0,2.01,0.1,0.419473711,,0.187976678,0.063705712,0.293459911,-0.048725818,0.068780205,0.16583796,-0.15881396,-0.1547263,0,0.001979322,,,,,
232.24,232.24,-2.91,-2.62,1.37,3,2,83.96,0,2.77,1,0.56134636,,0.172373945,0.058417911,0.520712403,-0.058724562,-0.034642971,0.08291898,-0.07940698,-0.103028156,0,0.00272579,,,,,
350.4,350.4,-2.89,-2.34,1.94,5,2,102.23,0,3.43,0.6,0.700416489,,0.260071112,0.088138675,0.517133623,-0.052591906,-0.04905647,0.1381983,-0.07940698,-0.125447455,0,0.00337759,,,,,
252.28,274.25,-3.54,-3.25,2.09,2,2,65.69,0,3.84,0.9,0.663053709,,0.187243617,0.068984845,0.633443954,-0.072817129,-0.052849496,0.05527932,-0.07940698,-0.080608856,0,0.003784434,,,,,
248.33,248.33,-2.46,-1.4,1.67,3,3,60.21,0,4.12,1,0.507375597,,0.184313785,0.06246435,0.440189866,-0.031351866,-0.042229023,0.08291898,-0.11911047,-0.073884293,0,0.004064268,,,,,
424.54,424.54,-3.24,-3.75,2.05,6,4,135.57,0,3.13,0.34,0.709399422,,0.315101463,0.106788583,0.579762263,-0.084165448,-0.051838022,0.16583796,-0.15881396,-0.166359303,0,0.003085887,,,,,
383.41,383.41,-2.75,-3.62,2.03,7,1,96.1,0,3.99,0.86,0.78028401,,0.284574808,0.096443032,0.492082168,-0.081264143,-0.051332285,0.19347762,-0.03970349,-0.117925271,0,0.003931572,,,,,
360.45,360.45,-3.18,-3.68,1.42,5,3,104.22,0,3.46,0.99,0.703395123,,0.267536398,0.090668677,0.569025925,-0.082535189,-0.035907313,0.1381983,-0.11911047,-0.127889404,0,0.003408199,,,,,
358.44,358.44,-3.51,-3.57,1.66,5,2,99.93,0,3.59,0.95,0.801908807,,0.266040127,0.090161588,0.628075785,-0.080093389,-0.041976154,0.1381983,-0.07940698,-0.122625102,0,0.003534633,,,,,
285.36,285.36,-2.83,-2.36,3.37,4,1,79.53,0,3.59,1,0.628581283,,0.211803373,0.071780632,0.506397285,-0.052982307,-0.085216651,0.11055864,-0.03970349,-0.097592058,0,0.00353586,,,,,
235.33,235.33,-1.88,-0.52,1.42,3,2,61.69,0,3.81,0.95,0.454183662,,0.174667983,0.059195366,0.336405264,-0.01174839,-0.035907313,0.08291898,-0.07940698,-0.075700416,0,0.003759167,,,,,
259.35,259.35,-3.53,-1.11,2.75,3,2,46.24,0,5.61,0.99,0.74718007,,0.1924957,0.065237218,0.631654564,-0.024966123,-0.06953881,0.08291898,-0.07940698,-0.056741566,0,0.005527087,,,,,
170.23,170.23,-2.55,-1.83,0.97,1,2,46.21,0,3.68,0.9,0.455069987,,0.126351488,0.042820799,0.456294374,-0.041026623,-0.024528235,0.02763966,-0.07940698,-0.056704753,0,0.003630258,,,,,
181.22,181.22,-2.34,-0.13,-4.26,1,0,29.12,0,6.22,0.1,0.701702568,,0.134502258,0.045583113,0.41871719,-0.00286056,0.107721938,0.02763966,0,-0.035733443,0,0.006132412,,,,,
410.47,410.47,-4.06,-0.5,1.95,6,3,115.68,0,3.55,0.61,0.982217431,,0.304662064,0.103250648,0.726492218,-0.011150225,-0.049309338,0.16583796,-0.11911047,-0.141952085,0,0.003496659,,,,,
324.43,782.94,-3,-2.67,2.79,4,1,43.08,0,7.53,1,0.869483114,,0.240795822,0.196941356,0.53681691,-0.059933009,-0.070550284,0.11055864,-0.03970349,-0.052863899,0,0.007421067,,,,,
324.43,548.61,-3,-2.85,2.79,4,1,43.08,0,7.53,0.8,0.806470649,,0.240795822,0.137997359,0.53681691,-0.064001478,-0.070550284,0.11055864,-0.03970349,-0.052863899,0,0.007421067,,,,,
359.45,359.45,-3.03,-3.73,2.08,5,1,70.73,0,5.08,0.9,0.779787525,,0.266791254,0.090416146,0.542185079,-0.083717609,-0.052596627,0.1381983,-0.03970349,-0.08679349,0,0.005007962,,,,,
314.41,314.41,-3.59,-1.5,0.67,5,2,84.19,0,3.73,0.65,0.863400108,,0.233360863,0.079086513,0.642390902,-0.033657025,-0.016942183,0.1381983,-0.07940698,-0.103310391,0,0.003680109,,,,,
313.4,313.4,-4.17,-2.11,3.26,4,1,41.58,0,7.54,1,0.955176354,,0.232611793,0.078832651,0.746175505,-0.047267873,-0.082435098,0.11055864,-0.03970349,-0.051023234,0,0.007427461,,,,,
452.6,452.6,-5.2,-2.42,5.3,5,2,83.65,1,5.41,0.95,0.953480577,,0.335928008,0.113846745,0.930482644,-0.054302041,-0.134020252,0.1381983,-0.07940698,-0.102647752,-0.19992989,0.005331794,,,,,
847.03,847.03,-4.71,-5.36,4.73,13,5,216.49,2,3.91,0.53,0.943720638,,0.628680558,0.213061232,0.842802549,-0.120353795,-0.119606753,0.35931558,-0.19851745,-0.265657044,-0.39985978,0.003855541,,,,,
822.96,822.96,-4.3,-4.36,3.71,14,6,233.54,3,3.52,1,0.661517511,,0.610818344,0.207007688,0.769437571,-0.097769789,-0.093814176,0.38695524,-0.23822094,-0.286579269,-0.59978967,0.003472513,,,,,
283.12,283.12,-1.4,2.8,-2.62,8,5,161.04,0,1.76,0.62,0.487717175,,0.210134224,0.071214953,0.250514558,0.062883451,0.066251521,0.22111728,-0.19851745,-0.197613794,0,0.001732432,,,,,
410.5,410.5,-3.37,-3.49,2.71,4,0,53.6,0,7.66,1,0.916356562,,0.304678074,0.103256073,0.603024329,-0.078407038,-0.068527336,0.11055864,0,-0.065773096,0,0.007546916,,,,,
720.96,720.96,-5.76,-8.08,4.94,6,4,151.55,1,4.76,0.7,1.066728964,,0.535111161,0.181350356,1.030688467,-0.181317552,-0.12491699,0.16583796,-0.15881396,-0.185968521,-0.19992989,0.004687931,,,,,
357.43,357.43,-3.98,-3.8,3.02,5,1,71.34,0,5.01,1,0.921691713,,0.265294983,0.089909057,0.712177101,-0.085213247,-0.076366257,0.1381983,-0.03970349,-0.087542027,0,0.004937295,,,,,
481.55,481.55,-3.74,-3.71,1.9,8,3,144.83,0,3.32,0.5,0.944125205,,0.357414082,0.121128423,0.669231748,-0.08316499,-0.048044996,0.22111728,-0.11911047,-0.177722341,0,0.00327647,,,,,
239.32,239.32,-2.02,0.45,0.06,4,4,82.56,0,2.9,1,0.461123133,,0.177626027,0.060197854,0.361456719,0.010068792,-0.00151721,0.11055864,-0.15881396,-0.101310202,0,0.002856472,,,,,
670.86,766.95,-5.42,-6.91,4.73,7,5,178.75,1,3.75,0.8,0.965330813,,0.497925264,0.192917713,0.969849217,-0.155137373,-0.119606753,0.19347762,-0.19851745,-0.219345913,-0.19992989,0.003698378,,,,,
303.36,303.36,-1.65,-1.72,0.29,4,1,59.59,0,5.09,0.95,0.553561076,,0.225160765,0.076307481,0.295249301,-0.038571586,-0.007333184,0.11055864,-0.03970349,-0.073123485,0,0.005016634,,,,,
187.29,187.29,-3.87,-2.32,3.02,1,0,1.18,0,158.72,1,0.93270912,,0.139008261,0.047110207,0.692493814,-0.052133971,-0.076366257,0.02763966,0,-0.00144799,0,0.156405395,,,,,
474.59,474.59,-3.01,-4.17,1.98,7,1,105.18,0,4.51,0.92,0.895808091,,0.352247369,0.119377413,0.5386063,-0.09350814,-0.050067943,0.19347762,-0.03970349,-0.12906743,0,0.004446392,,,,,
409.82,409.82,-3.26,-1.33,-1.25,6,2,120.37,0,3.4,0.95,0.934357993,,0.304179131,0.103086981,0.583341042,-0.029936551,0.03160855,0.16583796,-0.07940698,-0.147707231,0,0.003355091,,,,,
407.32,407.32,-4.08,-1.7,0.69,4,1,71.38,0,5.71,0.95,1.068218743,,0.302321978,0.102457587,0.730070998,-0.038070796,-0.01744792,0.11055864,-0.03970349,-0.087591468,0,0.005623213,,,,,
362.48,362.48,-3.7,-3.16,4.68,2,0,29.42,0,12.32,1,0.864352073,,0.26903684,0.09117718,0.662074189,-0.070920769,-0.118342411,0.05527932,0,-0.036095528,0,0.012143251,,,,,
272.37,272.37,-2.56,0.11,0.23,4,3,88.93,0,3.06,0.95,0.610734371,,0.202157571,0.068511648,0.458083763,0.002457976,-0.005815973,0.11055864,-0.11911047,-0.109126892,0,0.003018108,,,,,
392.41,392.41,-2.61,-0.67,-0.61,7,3,102.79,0,3.82,1,0.809300705,,0.291253801,0.098706557,0.467030712,-0.015109807,0.015424972,0.19347762,-0.11911047,-0.126134637,0,0.003761957,,,,,
386.56,386.56,-4.5,-3.23,3.59,3,0,29.11,0,13.28,0.9,1.086300651,,0.286913009,0.097235453,0.805225365,-0.072577055,-0.090779756,0.08291898,0,-0.035721172,0,0.013085827,,,,,
250.28,250.28,-2.62,-1.93,0.1,5,2,99.95,0,2.5,0.85,0.610423453,,0.185763415,0.062955632,0.468820101,-0.043196263,-0.002528684,0.1381983,-0.07940698,-0.122649645,0,0.002467576,,,,,
253.28,253.28,-2.74,-2.12,0.56,4,2,102.81,0,2.46,1,0.587732804,,0.187990573,0.063710421,0.490292778,-0.047520512,-0.01416063,0.11055864,-0.07940698,-0.126159179,0,0.002427693,,,,,
398.4,398.4,-3.93,-3.46,3.88,8,3,148.16,0,2.69,0.59,0.846201659,,0.295700507,0.100213556,0.703230152,-0.077677617,-0.098112939,0.22111728,-0.11911047,-0.181808618,0,0.002649807,,,,,
404.49,404.49,-3.08,-3.61,1.66,3,0,59.94,0,6.75,0.93,0.846057073,,0.300221644,0.101745779,0.551132028,-0.08108218,-0.041976154,0.08291898,0,-0.073552973,0,0.00664995,,,,,
267.31,267.31,-2.93,-2.01,0.22,4,2,102.81,0,2.6,1,0.646843421,,0.198401759,0.067238795,0.524291182,-0.045079834,-0.005563105,0.11055864,-0.07940698,-0.126159179,0,0.002562143,,,,,
341.43,341.43,-2.8,-0.99,1.11,5,2,108.62,0,3.14,0.44,0.718654522,,0.253417852,0.085883871,0.501029116,-0.022208121,-0.028068392,0.1381983,-0.07940698,-0.133288688,0,0.003097566,,,,,
295.41,295.41,-3.37,-0.96,0.74,3,2,67.24,0,4.39,0.57,0.781579103,,0.219256516,0.074306518,0.603024329,-0.021626424,-0.018712262,0.08291898,-0.07940698,-0.082510876,0,0.004329302,,,,,
804.04,804.04,-5.3,-7.74,5.78,11,3,185.9,3,4.33,0.15,0.788957412,,0.596774591,0.202248229,0.948376541,-0.173562489,-0.146157935,0.30403626,-0.11911047,-0.228119749,-0.59978967,0.004262104,,,,,
363.5,363.5,-3.91,-2.27,3.15,4,4,93.35,0,3.89,0.65,0.771337547,,0.269800169,0.091435874,0.699651373,-0.050927543,-0.079653546,0.11055864,-0.15881396,-0.114550719,0,0.003837258,,,,,
408.52,408.52,-4.78,-2.96,2.17,6,2,107.38,0,3.8,1,1.098370164,,0.30321213,0.102759262,0.855328277,-0.066469977,-0.054872443,0.16583796,-0.07940698,-0.131767072,0,0.003749007,,,,,
301.39,301.39,-4.02,-3.06,2.81,5,4,88.12,0,3.42,0.5,0.753694678,,0.223701107,0.0758128,0.719334659,-0.068719717,-0.07105602,0.1381983,-0.15881396,-0.108132933,0,0.003370441,,,,,
514.63,514.63,-5.17,-4.72,7.54,4,1,62.46,2,8.24,0.9,0.742539851,,0.381970645,0.129450697,0.925114475,-0.10580262,-0.190662774,0.11055864,-0.03970349,-0.076645291,-0.39985978,0.008119348,,,,,
337.38,337.38,-3.11,-0.17,1.61,5,2,104.05,0,3.24,1,0.781547609,,0.250408937,0.084864143,0.556500197,-0.003819599,-0.040711812,0.1381983,-0.07940698,-0.127680796,0,0.003195221,,,,,
387.44,387.44,-2.44,-3.71,2.18,8,1,95.48,0,4.06,0.9,0.751559507,,0.28756735,0.097457211,0.436611087,-0.08319887,-0.055125311,0.22111728,-0.03970349,-0.117164463,0,0.003998714,,,,,
225.29,225.29,-1.59,1.54,0.48,4,4,82.87,0,2.72,0.62,0.383477379,,0.16721484,0.056669479,0.284512962,0.034484719,-0.012137683,0.11055864,-0.15881396,-0.101690606,0,0.002678987,,,,,
444.45,444.45,-2.52,0.66,-0.91,9,6,197.07,1,2.26,0.9,0.501491096,,0.329876101,0.111795741,0.450926204,0.014880077,0.023011024,0.24875694,-0.23822094,-0.241826568,-0.19992989,0.002222406,,,,,
180.17,180.17,-0.91,-1.87,-0.03,3,1,61.9,0,2.91,1,0.270734522,,0.133723855,0.04531931,0.162834463,-0.042027305,0.000758605,0.08291898,-0.03970349,-0.075958109,0,0.002868213,,,,,
375.56,375.56,-4.23,-1.87,2.78,3,1,42.01,0,8.94,0.95,1.018313365,,0.278744989,0.094467293,0.756911843,-0.041987367,-0.070297415,0.08291898,-0.03970349,-0.051550891,0,0.008809424,,,,,
273.38,273.38,-2.8,-2.77,3.76,2,0,28.24,0,9.68,1,0.645734564,,0.202906886,0.068765593,0.501029116,-0.062053737,-0.095078518,0.05527932,0,-0.034653586,0,0.009539491,,,,,
316.43,316.43,-3.07,-0.74,1.21,7,2,75.98,0,4.16,0.95,0.841545064,,0.234857134,0.079593602,0.549342638,-0.016589964,-0.030597076,0.19347762,-0.07940698,-0.093235818,0,0.004103908,,,,,
247.27,247.27,-1.91,-1.71,-0.32,5,0,91.72,0,2.7,1,0.585529527,,0.183532087,0.06219943,0.341773433,-0.038371674,0.008091789,0.1381983,0,-0.112550529,0,0.002656691,,,,,
253.71,253.71,-3.29,-2.4,2.09,5,2,58.53,0,4.33,1,0.725482367,,0.188312058,0.063819373,0.588709211,-0.053748973,-0.052849496,0.1381983,-0.07940698,-0.071822748,0,0.004271621,,,,,
192.26,192.26,-2.1,-0.94,0.26,2,2,60.51,0,3.18,1,0.443823807,,0.142701422,0.048361827,0.375771837,-0.021187695,-0.006574578,0.05527932,-0.07940698,-0.074252426,0,0.003131081,,,,,
270.35,270.35,-3.14,-2.86,2.5,3,2,84.94,0,3.18,0.85,0.60557793,,0.2006613,0.068004558,0.561868366,-0.064156965,-0.0632171,0.08291898,-0.07940698,-0.104230723,0,0.003136494,,,,,
325.5,325.5,-4.8,-2.28,5.24,2,1,24.05,1,13.53,0.77,0.798251706,,0.241591474,0.081875885,0.858907056,-0.051090658,-0.132503042,0.05527932,-0.03970349,-0.029511996,-0.19992989,0.013337046,,,,,
348.43,348.43,-3.76,-1.04,3.36,5,3,109.16,0,3.19,0.96,0.79895519,,0.258609339,0.087643277,0.672810527,-0.023426059,-0.084963782,0.1381983,-0.11911047,-0.133951328,0,0.003145385,,,,,
263.38,263.38,-2.54,-0.59,3.1,3,1,32.84,0,8.02,0.9,0.635492192,,0.195488242,0.066251398,0.454504984,-0.013183763,-0.078389204,0.08291898,-0.03970349,-0.040298292,0,0.007903339,,,,,
371.87,371.87,-3.33,-4.92,3.85,4,0,34.31,0,10.84,1,0.836836416,,0.276011645,0.093540957,0.59586677,-0.11036582,-0.097354334,0.11055864,0,-0.042102144,0,0.010680702,,,,,
343.22,343.22,-4.27,-4.21,2.62,3,0,33.27,0,10.32,0.85,0.996739141,,0.254743257,0.086333053,0.764069402,-0.094413914,-0.066251521,0.08291898,0,-0.04082595,0,0.010165834,,,,,
290.32,290.32,-2.65,-2.25,0.98,7,2,103.14,0,2.81,0.97,0.677717394,,0.215484695,0.07302824,0.474188271,-0.050483069,-0.024781103,0.19347762,-0.07940698,-0.126564125,0,0.002773847,,,,,
387.49,387.49,-2.84,-3.74,2.44,6,1,63.11,0,6.14,1,0.802296339,,0.287599733,0.097468186,0.508186675,-0.084000313,-0.06169989,0.16583796,-0.03970349,-0.077442912,0,0.006050391,,,,,
435.53,435.53,-4.29,-4.77,4.86,6,2,113.69,0,3.83,0.55,0.92114892,,0.323259396,0.109553324,0.767648181,-0.107113827,-0.122894042,0.16583796,-0.07940698,-0.139510136,0,0.003775044,,,,,
1449.29,1449.29,-3.83,-7.43,-1.14,24,19,584.97,3,2.48,0.05,0.581488874,,1.075688721,0.364553287,0.685336255,-0.166731151,0.028826998,0.66335184,-0.75436631,-0.717822537,-0.59978967,0.002441441,,,,,
488.61,488.61,-3.17,-4.03,2.23,7,1,104.88,0,4.66,0.9,0.935671612,,0.362658556,0.122905787,0.567236535,-0.090405352,-0.056389653,0.19347762,-0.03970349,-0.128699297,0,0.004590906,,,,,
277.41,277.41,-3.06,-1.52,3.27,3,1,32.84,0,8.45,0.97,0.717689367,,0.205899428,0.069779772,0.547553248,-0.034096562,-0.082687967,0.08291898,-0.03970349,-0.040298292,0,0.00832425,,,,,
454.61,491.06,-5.03,-4.11,4.47,6,0,56.29,0,8.08,1,1.260445644,,0.337424279,0.123521876,0.900063019,-0.092253922,-0.113032175,0.16583796,0,-0.069074022,0,0.007958628,,,,,
811,811,-4.69,-6.97,5.23,9,3,152.61,2,5.31,0.05,0.904273475,,0.601937867,0.203998075,0.839223769,-0.156390245,-0.132250173,0.24875694,-0.11911047,-0.187269257,-0.39985978,0.005236749,,,,,
308.34,308.34,-3.81,-3.4,2.9,3,1,68.83,0,4.48,0.98,0.801695301,,0.228853866,0.077559081,0.681757476,-0.076311215,-0.073331836,0.08291898,-0.03970349,-0.084461981,0,0.00441442,,,,,
211.22,211.22,-1.48,-1.24,-1.25,5,2,88.11,0,2.4,1,0.431518562,,0.156773386,0.053130847,0.264829676,-0.027856883,0.03160855,0.1381983,-0.07940698,-0.108120662,0,0.002362328,,,,,
305.34,305.34,-3.89,-4.19,1.44,5,0,61.5,0,4.96,1,0.936661077,,0.226630939,0.076805727,0.696072593,-0.094058739,-0.03641305,0.1381983,0,-0.075467265,0,0.004892572,,,,,
332.32,332.32,-2.34,1.76,-5.56,10,8,215.7,1,1.54,0.11,0.424788388,,0.246651433,0.083590716,0.41871719,0.039564864,0.14059483,0.2763966,-0.31762792,-0.264687627,-0.19992989,0.001518192,,,,,
412.94,412.94,-4.76,-4.92,4.21,4,1,44.63,0,9.25,0.9,1.07058521,,0.30649583,0.103872115,0.851749497,-0.110281682,-0.106457596,0.11055864,-0.03970349,-0.054765919,0,0.009117816,,,,,
287.36,287.36,-3.17,-1.03,1.29,2,2,56.78,0,5.06,0.92,0.708241549,,0.213287805,0.072283709,0.567236535,-0.023130791,-0.032620024,0.05527932,-0.07940698,-0.069675306,0,0.00498728,,,,,
